status	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
Case	 94.89	 13.262	 98.44	 16.4628	 54.55	 21.97023	 48.04	 59.040	 27.287	 15.10	 49.120	 28.974	 38.37	  3.55	  6.148	 17.1438	 77.602	 62.692	 28.10	 14.92	 72.942	 10.265	 86.258	 37.3913	 53.86	 72.4	 75.315	 30.61	  6.60	 56.16	 92.96	 76.59	 65.382	 34.71	 18.74	 29.93	 30.30	 16.83	  3.99	 73.830	 32.96	 91.95	 48.457	  5.99	 52.261	 18.51	 64.90	 64.21	 44.99	 16.06	 80.10	 57.65	 45.55	 41.24	 86.14	 12.83	 73.72	 54.56	 49.92	 42.87	 71.444	 24.43	 73.18	 98.222	 61.196	 94.3312	 52.86	 43.82	 95.43	 11.30	  9.007	 25.84	  8.81	 66.684	 30.408	 69.290	 29.76	 89.96	 54.825	 15.23	 97.98	 67.0696	 37.49	 27.4555	 59.30	 67.237	 60.47	 65.54	 53.20	 83.177	 23.938	 66.203	 51.25	  4.41	 57.663	 11.317	  4.695	  5.627	 67.81	 61.68
Case	 64.67	 72.151	 28.04	 99.4091	 75.26	 15.64788	 94.93	 30.720	 22.935	 72.32	 53.202	  0.165	  0.86	 48.64	 43.424	 41.2453	 63.396	 10.269	 10.87	 64.93	  0.573	 71.702	  4.362	 30.1902	 34.23	 98.4	 88.049	 63.10	 93.80	 47.80	 40.13	 50.32	 76.216	  9.63	 51.75	 48.21	 18.98	 85.29	 84.04	 85.171	 15.84	 67.22	 35.911	  8.63	 71.302	 22.95	 89.43	 94.23	 15.41	 31.27	 74.59	 56.82	 24.27	 47.26	 76.75	 76.79	 55.73	 68.20	 53.72	 73.36	 84.252	  8.08	 15.43	 34.359	 48.613	 15.3397	 77.99	 99.51	 68.99	 64.46	 10.302	 82.71	 55.11	 11.658	 96.070	 65.842	 55.93	 76.06	 74.824	 31.04	 21.00	 37.0381	 61.02	 91.2317	  5.28	 17.683	  0.66	 30.49	 94.28	  7.443	  1.641	 73.951	 33.37	 25.75	 52.692	 81.340	 69.766	 32.881	 78.11	 24.94
Control	  3.53	 58.841	 86.23	  5.9095	 21.96	 60.81426	 49.29	 96.349	 66.113	 36.83	 91.496	 21.585	 45.08	 83.59	 28.800	  9.4715	 49.165	 19.481	 57.33	 40.83	  7.564	 66.885	  3.759	 17.4136	 53.25	 75.1	 27.127	 18.59	 73.36	 53.50	 12.56	 90.09	 10.169	  9.35	  5.28	 35.61	 51.73	 70.04	  7.69	 55.693	 76.76	 64.55	  4.321	 95.06	 34.202	 71.10	 56.57	 92.26	 23.44	 28.33	 28.39	 59.01	 79.74	 79.48	 94.71	 93.25	 98.97	 73.27	 34.84	 13.32	 49.036	 24.96	 93.56	 92.130	 40.752	 80.3465	  7.30	 69.98	 14.10	 80.98	 49.818	  1.13	  3.40	 26.275	 10.804	 86.879	  9.62	 38.30	 11.200	  6.90	 30.33	 34.9492	 90.43	 84.7223	 62.66	 50.364	 45.95	 19.35	 28.87	 84.125	 18.457	 32.372	 42.16	 98.84	 85.385	  8.789	 33.675	 69.649	 21.97	 68.12
Case	 59.64	 53.552	 24.68	 61.8874	 69.99	 33.02379	 14.27	 82.411	 96.756	 20.33	 56.155	 49.191	 99.82	 33.26	 70.532	 33.1785	 38.378	 54.000	 76.64	 63.83	  1.536	 90.043	 95.310	 37.2722	 59.94	 49.9	 88.534	 89.76	 33.71	 81.47	 16.39	 24.58	 85.783	  2.25	 33.58	 12.77	 18.69	 78.36	 79.58	 91.759	 84.23	 20.83	 22.957	 71.60	 92.961	 69.33	 69.28	 20.26	 78.33	 27.54	 67.86	 60.60	 73.73	 65.50	 29.09	 29.58	 96.10	 64.75	 65.26	 70.11	 41.045	  8.44	 15.48	 99.363	 78.411	 32.8646	 30.11	 94.37	 49.57	  1.69	 97.032	 91.92	 35.14	 61.081	 59.895	 17.519	 51.13	 76.80	 34.478	 39.40	 78.44	 18.0952	 84.41	 99.3572	 84.73	 11.019	 80.25	 90.14	 75.82	 88.386	 24.039	 77.728	 52.40	 11.30	 59.733	 64.599	  5.325	 65.800	  4.94	 34.77
Control	 41.53	 75.704	 21.14	  3.8328	 96.53	 49.08632	 87.39	 66.594	 23.926	 46.87	 73.079	 84.323	 26.93	  5.59	 22.824	 28.2295	 64.016	 89.233	 52.40	 64.43	 23.837	 14.601	 44.910	  5.1833	 26.46	 70.7	 70.098	 45.08	 30.55	  9.14	 74.28	 26.77	 33.845	 24.48	 14.86	 84.01	 40.82	 24.76	 66.97	 64.329	 31.18	 48.06	  6.833	 88.69	 56.154	 63.61	 74.29	 31.89	 20.23	 35.51	 25.92	  3.21	 41.88	 26.90	  8.27	 83.48	 72.47	  9.21	  1.27	  5.09	  4.013	 37.21	 49.98	  6.487	 94.259	 63.4223	 79.55	 43.94	 65.10	 47.84	 70.586	 92.74	 77.10	 37.799	 89.262	 63.883	 85.18	 52.67	 89.672	 88.00	 80.39	 29.1633	 89.54	 28.3928	 41.08	 32.312	 82.17	 77.75	 18.82	 63.905	 85.654	 19.541	 24.88	 88.79	 97.973	 21.298	 29.740	 37.786	 12.82	 89.15
Case	  7.69	 40.789	 64.75	 25.3406	 53.21	 18.32551	 49.54	 80.694	 87.144	 65.27	 73.928	 65.176	 60.13	  8.44	  1.652	 40.5316	 85.251	 84.786	 32.41	 60.79	 90.954	 69.294	 53.377	 21.6150	 87.20	 61.7	  6.002	 13.69	 20.89	 81.58	 30.23	 41.32	 82.667	 42.37	 72.81	 17.93	 45.72	 27.59	 23.09	 33.811	 44.94	 98.65	 82.512	 41.25	 21.462	 41.85	  8.37	 26.98	 14.38	 69.61	 80.21	 55.82	 96.96	  9.25	 48.11	 81.78	 81.06	 31.37	 66.40	 49.01	 53.788	 26.97	 29.98	 38.470	 63.948	 89.1417	 85.10	  3.92	  5.41	 81.40	 69.827	 87.05	  8.55	 85.623	 34.887	 60.053	 69.48	 89.50	 50.379	 88.85	 27.39	 44.3130	 18.95	 12.3263	 73.90	 21.361	 89.49	  4.76	 33.74	 86.517	 98.117	 51.243	 22.34	 50.49	 43.515	 60.713	 50.908	  2.028	 71.48	 65.72
Case	 52.80	  8.725	 78.15	 56.1199	 25.05	 12.03941	 60.54	 23.252	 55.313	 95.82	 47.106	 76.006	  6.55	 34.82	 64.630	 85.8782	 13.556	 82.433	 95.92	 19.81	 47.031	 58.711	 51.605	 72.5517	 26.52	  5.6	 73.127	 58.80	 90.50	 77.48	 30.78	 88.92	 77.101	 38.09	 68.96	  2.75	 80.71	 76.29	 84.88	 24.778	 47.10	 99.31	 80.314	 12.52	 64.279	 40.35	 43.46	  5.74	 99.43	 60.80	 93.90	 74.79	  4.64	 83.83	 53.08	 58.79	  2.07	 34.16	 54.70	 11.25	 23.566	 76.93	 24.66	 64.362	 71.588	 75.4359	 72.03	 53.11	 58.40	 60.31	 91.131	 46.54	 58.21	 96.006	 92.203	 16.669	 27.80	 78.77	 51.636	 31.23	 92.02	 33.5403	  0.98	 82.7739	  1.57	 69.910	 25.70	 48.26	 44.07	 14.163	 80.903	 24.296	 37.52	 73.71	 30.290	 85.409	 44.231	 54.003	  9.70	 93.87
Case	 96.23	 93.159	 90.54	 52.5099	 52.14	 47.31952	  3.11	  5.315	 10.937	 64.98	 55.070	  2.601	 56.21	 83.40	 41.304	 14.6824	 35.587	  3.155	 92.46	 80.71	 12.012	  9.221	 14.191	 11.5552	 48.14	 20.7	 90.389	 15.43	 61.46	 30.17	 80.77	 10.24	 27.295	 88.19	 35.55	 59.16	 69.69	 90.17	 75.40	 82.450	 99.58	 45.08	 92.066	 86.50	 74.317	 62.49	 62.70	 12.18	 61.57	 21.23	 48.08	 92.44	 53.82	 15.75	 49.00	  4.73	 44.40	 28.42	 81.60	 72.66	 37.943	  5.48	 37.63	 36.424	 59.796	 94.4761	 72.26	 53.95	 31.34	 24.50	 47.005	 78.18	 53.78	 78.349	 84.149	 43.901	 94.77	 85.80	 84.694	 66.02	 38.07	 73.1158	 10.45	 69.9736	 87.22	  5.127	 28.14	 77.71	 87.21	 71.292	  9.557	 17.942	  1.36	 90.49	 90.865	 13.555	 43.502	 95.855	 14.43	 13.42
Case	 70.87	 72.318	 12.19	 96.0491	 71.07	 54.22366	 64.12	 82.032	 36.416	 91.57	 95.662	 43.645	 89.44	  3.93	 46.705	 18.3980	 62.419	 57.077	 21.87	  3.12	 59.813	 94.845	  8.735	 17.5586	 92.68	 47.8	 57.724	 14.42	 14.01	 48.39	  6.24	 67.73	 28.757	 57.17	 62.92	  5.15	 50.55	 47.63	 32.42	 88.083	 92.73	 71.48	 13.284	 42.45	 87.126	 65.04	 58.73	 62.43	  1.97	 62.30	 48.60	 36.42	 64.35	 17.11	 89.22	 36.00	 29.13	 73.05	 42.77	 57.95	 23.028	 11.40	  5.14	 70.532	 21.931	 72.8637	 21.69	  6.70	 28.86	 21.80	 64.095	  5.66	 97.79	 26.739	  8.865	 89.547	 68.59	 12.82	  4.410	 88.57	 84.71	 95.6676	 76.54	 89.8871	 68.48	 34.729	 79.98	 62.21	 89.04	 66.623	 57.364	 75.258	 42.87	 65.42	 23.382	 46.034	 17.861	 47.142	 93.88	 97.25
Control	 55.35	 36.163	 62.32	 11.7483	 23.05	 27.98133	 50.73	 33.912	 89.348	 85.34	 94.185	 26.169	  9.94	  9.94	 64.504	 49.4961	 57.738	  4.379	 67.32	 95.54	 85.786	 83.707	 14.912	 81.0188	 35.22	 67.1	 64.684	 69.65	 32.97	 25.28	 73.44	 47.48	 33.810	 47.62	 54.39	 97.73	 66.19	 17.62	 92.44	 17.787	 53.77	 31.66	 30.443	 68.21	 24.832	 15.11	 73.68	 94.99	 75.43	 43.00	 72.20	 93.09	 33.68	 14.14	 77.91	 22.06	 68.24	 65.16	 11.01	 93.48	 60.537	  0.20	 48.93	 61.984	 33.786	 51.2969	 30.77	 11.48	 79.88	 64.96	  6.327	 59.36	 90.81	 47.737	  5.633	 83.652	 91.68	 49.14	 97.950	  0.07	 66.77	 70.9376	 53.70	 83.5634	 19.39	 54.748	 42.09	 64.60	 77.42	  2.142	 15.505	 59.177	 20.65	 99.26	 34.853	  1.595	 20.780	 69.615	 24.10	 35.07
Case	 24.30	 43.879	 99.12	 83.9688	 59.58	 29.53469	 54.47	 62.257	 86.960	 82.63	 70.460	 45.087	 26.54	 34.54	 74.837	 70.2952	 54.854	 91.711	 31.44	 61.89	 20.642	 15.924	 49.256	 19.9253	 80.40	 37.2	 27.642	 52.64	 11.19	 91.99	 75.00	 93.93	 31.739	 23.26	 75.90	 10.48	 15.46	 54.01	 45.16	 95.706	 10.00	 83.37	  0.321	 68.68	 23.431	 63.13	 13.25	 97.45	 35.83	  6.97	 86.47	 12.70	 30.25	 21.24	 88.03	 88.55	 94.73	 27.79	 35.12	 70.12	 53.796	  3.93	 42.12	 14.564	 63.603	 91.6156	  6.76	 49.30	 66.69	 28.98	 37.034	 45.31	 58.42	 69.444	 95.473	 77.619	 26.01	  1.14	 67.439	 43.20	 47.85	 94.4243	 63.88	 46.0830	 76.91	 50.400	 20.61	 91.84	  3.96	 47.278	 49.989	 62.751	 62.65	 45.57	 35.404	 93.602	 49.099	 84.248	 75.87	 23.70
Control	 77.80	 66.226	 30.78	 33.7059	 83.31	 49.33568	 40.24	 61.634	 92.994	 87.61	 57.611	 37.917	 32.69	 38.86	 57.742	 78.9129	 17.470	 24.460	  0.74	 42.60	 14.703	 23.103	 67.738	 74.4127	 41.06	 34.9	 30.945	 56.73	 15.01	 42.58	 24.85	 63.46	 30.664	 37.23	 81.74	 57.35	 11.59	 21.02	  4.68	 40.513	 71.12	 43.40	  2.480	 15.36	  2.737	  1.16	 78.96	 79.56	 99.44	 83.03	 43.18	 72.60	 26.63	 31.40	 23.39	  0.08	  6.39	 99.36	 43.82	 30.13	 59.973	 20.27	 41.79	 37.601	 63.818	 48.6620	 70.93	 36.67	 54.68	 16.51	  6.370	 29.30	  7.83	 50.064	  9.651	 74.260	 89.85	 51.41	 53.206	  1.39	 80.74	 68.2586	 45.81	 61.5188	 57.51	 45.701	 18.51	 91.37	 59.15	  9.173	 28.440	 65.440	 32.85	 30.35	 90.570	 63.015	 23.434	 57.767	 84.38	 61.56
Case	 65.19	  3.203	  0.53	 39.3937	 71.08	 11.52515	 48.20	 42.461	 32.361	 27.37	 91.008	 62.646	 73.01	 33.95	 90.488	 41.4238	 11.163	 22.247	  3.82	 52.73	 19.252	 99.626	 31.267	 71.4090	 25.08	 23.0	 86.537	 83.90	 52.87	 84.23	 35.10	 39.43	 57.345	 87.18	 44.39	 39.81	 75.18	 86.00	 38.86	 35.210	 73.63	 99.60	 78.727	  6.20	 47.604	 17.46	 32.01	 79.99	 26.82	 30.79	 28.19	 83.27	 42.88	 61.14	 16.18	 48.47	 63.20	 65.68	 84.45	  0.52	 33.656	 91.82	 56.37	 21.746	 42.566	 41.6729	 26.78	 29.66	 31.62	 33.97	 49.592	 38.69	  3.17	 57.256	 28.584	 62.578	 94.15	 36.84	  5.051	 96.32	 24.06	  9.5425	  6.75	 92.0076	 94.64	 52.236	 91.58	 49.26	 97.30	 70.496	 76.102	 48.423	 23.30	 62.87	 37.373	 77.836	 35.357	 95.143	 99.32	 74.71
Case	 83.02	  1.798	 89.47	 22.7345	 83.75	 69.45027	 17.89	 30.804	 37.117	 15.05	 32.481	 76.722	  5.60	 58.78	 21.364	 32.8688	 74.870	  2.158	 32.87	 18.54	 89.025	 72.219	 18.628	 49.1557	 21.71	 88.8	 91.647	 63.07	 43.69	 78.00	 94.10	 49.03	 24.588	 57.38	 77.53	 50.06	 77.53	 65.95	 94.94	 87.088	 89.50	 80.58	 82.532	 37.57	 28.209	 86.19	 91.05	 93.89	 62.55	  6.68	 72.58	 43.63	 71.47	 85.79	 15.06	  9.25	 44.89	 89.77	 59.26	 54.89	 67.240	 81.30	 44.78	 25.578	 93.074	 40.0920	 83.89	 93.75	 77.20	 33.48	 40.597	 93.00	 83.33	  2.093	 28.332	 85.999	 82.94	 29.64	 62.538	 71.02	 64.07	  4.4445	 21.44	 58.1445	 93.15	 51.252	 57.46	  9.54	  3.25	 86.261	 77.951	 79.469	 74.14	 11.09	 91.559	 63.920	 73.586	 53.161	 48.59	 96.35
Case	 64.86	 73.912	 89.13	 78.8901	 70.39	 73.16954	 88.51	 67.659	 53.048	 86.10	 72.909	  6.223	 51.31	 20.87	 49.123	 63.9817	 43.226	 78.623	  2.59	 12.71	 81.187	 16.417	 32.856	 20.5187	 74.45	 33.1	 39.618	 66.25	 14.17	 80.08	 48.71	 58.17	 46.662	 35.48	 64.02	 74.94	  3.14	 77.72	 80.12	 81.577	 26.49	 48.62	 96.867	 11.42	 27.036	 89.28	 26.15	 17.02	 33.57	 97.78	 88.05	 86.02	  8.60	 41.18	 90.05	 56.48	 74.14	 78.12	 29.20	 50.77	 48.260	 91.02	 36.31	 86.709	 23.680	 76.6629	 46.42	 80.83	 14.12	 89.23	  3.067	 40.80	 80.33	 51.112	 38.846	 40.716	 17.71	 47.44	 99.704	 82.40	  7.33	 46.6177	 76.84	 96.4387	 85.33	  5.657	 27.96	 79.55	 84.07	 58.920	 27.362	 79.030	 39.79	 70.86	 83.500	 70.763	 38.910	 23.449	 85.22	 93.27
Case	 47.98	  8.527	 38.09	 44.9736	 57.43	 34.00361	  1.49	 56.686	 34.938	 39.96	 20.643	 16.992	 10.46	 90.68	 10.692	 84.0271	 45.939	 13.416	 86.31	 31.53	 64.636	  3.814	 66.613	 83.1412	 87.27	 94.3	 73.797	 60.01	  2.16	 94.84	 22.67	 90.44	 44.199	  1.90	 90.70	 52.17	 58.93	 73.41	 45.21	 91.136	 61.21	 53.88	 70.319	  1.37	 29.969	 15.98	 66.86	 80.82	 66.97	 56.91	 54.20	 98.68	 38.10	 61.15	 19.57	 88.29	 11.15	 36.39	 97.59	 25.90	 16.772	 22.51	 87.88	 36.730	 23.725	 44.5757	 55.04	 52.07	 38.89	 69.61	 48.761	  7.98	 13.62	 82.007	 34.297	 29.603	 69.96	  1.86	 27.191	 82.11	 74.66	 54.7580	 60.95	 81.4249	 33.52	 70.348	 17.48	 48.68	 78.09	 33.288	 86.458	 73.009	 99.28	 64.36	 24.418	 36.207	 55.849	 33.110	 85.27	 79.22
Case	 49.51	 23.013	 83.59	 38.0453	 44.42	 45.53042	 88.41	 88.403	 82.350	  4.78	 86.785	 28.625	 74.96	 74.85	 45.520	 65.5631	 10.662	 50.031	 33.42	 33.23	  3.371	 61.785	 30.897	 34.3001	 39.09	 20.6	 54.195	 32.45	 61.30	 16.96	 91.69	 63.18	 93.481	 89.45	 82.31	 59.71	  2.72	 14.76	 69.16	 41.247	 50.19	 34.10	 82.930	 33.42	 95.350	 67.86	 69.00	 18.29	 84.59	 17.66	 27.23	 92.39	 56.07	 94.03	 34.51	 20.88	 49.81	 63.54	 18.89	 66.75	 62.227	 26.78	 43.70	  1.587	  0.333	 55.7891	 14.43	 39.88	 53.27	 79.71	 69.344	 74.16	  0.22	 64.289	 50.903	 66.513	 52.94	 32.04	 11.780	 14.20	 92.65	 11.5698	 89.53	 12.0664	  2.39	 45.867	 34.24	 72.40	 72.78	 53.036	 86.110	 93.187	  3.13	 41.26	 41.467	 78.306	 15.923	 37.966	 27.47	 31.17
Control	 37.99	 24.684	 79.14	 15.4181	 60.76	 22.09636	 25.80	  6.884	 11.237	 89.86	 61.835	 80.456	 45.75	  7.83	 74.637	 95.2693	  7.433	 65.451	 54.43	 45.12	 91.186	 52.995	 99.129	 30.2320	 14.13	 47.1	 63.439	 28.37	 12.89	  3.50	 39.34	 87.61	 24.964	 35.82	 68.35	 12.90	 79.97	 77.94	 26.78	 40.206	  9.11	  5.20	 85.758	 62.62	 71.387	  6.73	 43.48	 62.35	 64.83	 11.59	 55.41	 14.03	 22.91	 69.96	 55.09	 57.62	 22.81	 36.86	 19.99	 32.78	 61.166	 40.19	 12.04	 15.751	 85.809	 86.2944	 64.67	 24.90	 11.46	 58.81	 77.736	  7.87	 17.34	 26.632	 13.045	 59.271	 73.68	 52.35	 73.545	 94.21	 47.79	 18.0343	 37.24	 21.8063	 36.13	 59.647	 34.63	  8.00	  3.21	 46.338	 46.822	 24.599	 68.36	 29.02	 31.189	 18.207	 91.194	 93.570	 87.48	  9.34
Case	 45.05	  2.698	 88.95	  0.0740	 35.83	 52.89743	 45.96	 99.110	  4.389	 63.81	 50.943	 82.699	 65.52	 79.75	 65.772	 19.8645	 85.768	 17.585	 41.14	 23.74	 91.575	 93.040	 80.777	 48.3401	 73.10	 52.2	 41.850	 61.08	  4.76	  0.11	 95.96	 17.34	 30.971	 82.59	 22.75	  3.90	 87.06	 99.91	 85.33	  7.134	 40.06	 45.87	 72.683	 40.34	  2.147	 20.25	  5.54	 64.03	 47.45	  3.54	 52.28	 97.71	  7.12	 66.37	 28.15	 63.00	 27.05	 83.04	 37.98	  4.27	 21.325	 44.87	 18.52	 64.478	 70.642	 20.0498	 88.44	 54.51	  1.80	  1.46	 35.100	 81.43	 82.93	 76.315	 85.801	 68.030	 33.06	 62.07	 92.552	 12.87	 99.13	 18.7390	 82.02	 74.9440	 91.17	 71.408	 73.99	 50.49	 47.66	 76.442	 18.752	 58.328	 59.28	 57.52	 44.890	 86.068	 70.190	 78.077	 93.89	 20.73
Case	 81.43	 37.520	 10.39	  0.2259	 88.69	 66.13579	 70.03	 17.485	 78.525	 93.35	  6.056	  6.925	 10.12	 98.74	 58.981	  2.6762	 66.855	 92.917	  7.40	 60.50	 11.882	 65.912	 26.554	 85.7340	  6.06	 95.4	  4.087	 18.68	 43.24	 22.43	 59.65	 13.06	 60.450	  9.42	 46.88	 35.37	 34.61	 43.16	 74.30	 18.004	 86.62	 49.82	  7.934	 44.78	 75.517	 65.54	 92.11	 56.71	  0.93	 86.63	 42.42	 82.92	 12.02	 70.89	  1.36	 62.13	 77.93	 16.01	  4.70	 67.74	  9.667	 85.67	 68.12	 78.567	 61.057	 34.8020	 47.83	  5.43	 24.79	 57.47	 27.253	 84.68	 83.04	  6.499	 81.097	 12.192	 24.61	 25.65	 30.982	 17.64	 94.17	 90.3154	 11.05	 76.5695	 88.11	 57.462	 57.46	  5.32	 62.91	 35.298	 92.810	 31.301	 39.95	  2.70	 15.519	 42.201	 85.562	 83.237	 76.26	  3.18
Case	 92.88	  8.860	 66.58	 74.1198	 28.52	 30.56701	 12.32	 49.952	 90.092	 74.79	 66.540	 17.437	 95.93	 72.99	 16.599	  2.5245	 37.400	 87.983	 51.02	 89.25	 15.331	 39.886	 15.247	 56.5699	 36.58	 43.6	 73.797	 25.90	 29.76	 44.74	 49.10	  0.85	 63.620	 90.47	 12.06	 43.87	 22.64	 31.39	 16.51	 49.423	 98.66	 28.28	 93.988	 66.55	 70.583	  0.45	 86.16	 30.69	 89.45	 90.97	 93.88	 27.16	 16.23	 73.07	 31.34	 54.81	 77.63	 95.01	 14.12	 17.63	 73.451	 73.18	 85.18	 24.497	 39.838	  0.6440	 40.47	 36.31	 19.75	 22.51	 71.269	 97.98	 74.95	 15.169	  8.179	 17.660	 38.62	 65.88	 79.303	 88.57	 92.31	 96.0506	 92.84	 70.9802	 19.87	 82.242	 15.64	 44.23	 93.34	 66.839	 46.825	 90.853	  5.19	 67.32	 56.975	 94.517	 24.709	 24.963	 80.82	 57.97
Control	 14.75	 37.619	 77.73	 93.4666	 57.48	 48.40294	 39.14	  9.370	 53.471	 72.25	 23.417	 17.610	 13.48	 28.26	 20.247	 18.3467	 50.861	 69.774	 52.02	 57.07	 10.969	 81.328	 90.474	 82.0258	 86.86	  6.3	  7.371	  1.67	 33.97	 57.62	 81.59	  0.69	 91.727	 15.30	 40.52	 76.63	 27.46	 34.09	 95.57	 12.326	 93.33	 77.64	 60.173	 86.49	 35.499	 12.58	 51.19	 81.43	 82.73	  0.42	  6.98	 42.07	 72.61	 25.37	 32.31	 81.88	 13.46	 50.71	 32.75	 36.00	 79.080	 98.86	 64.11	 10.758	 97.103	 27.6395	 61.02	 11.01	 37.20	 94.60	 56.140	 20.17	 55.89	  2.999	 24.564	 94.352	 96.12	 29.51	 56.409	 61.79	 46.31	 20.5791	 14.70	 32.0574	 20.33	 57.753	 17.87	 48.81	 21.21	 16.984	 47.372	 11.161	 51.25	 18.63	 23.478	  4.721	 90.914	 88.507	 40.96	 15.42
Control	 74.98	 22.481	 83.04	 73.7284	 92.16	 93.48288	 78.70	 17.000	 36.889	 54.58	  4.956	 57.449	 35.23	 25.22	 47.104	 94.8897	 24.295	 55.027	 52.26	 79.80	 68.143	 86.289	 78.963	 18.0785	 28.60	 86.6	 95.387	 29.51	 37.08	 78.30	 16.13	 63.98	 68.205	 38.50	 63.05	 63.51	 15.57	 90.40	 73.01	 77.594	 45.09	 30.39	 62.044	 13.84	 67.951	 19.02	 99.64	 59.18	 92.79	 87.15	 66.08	 10.15	 14.12	 70.25	  2.68	 54.16	 79.28	 91.85	 19.10	 95.94	 41.087	 58.56	 79.93	 27.251	 39.745	 99.8957	 85.72	 26.68	 59.80	 87.78	 56.155	 88.09	 50.90	 87.554	 36.732	 72.642	 98.84	 24.92	 96.867	 65.20	 47.45	 25.3132	 79.22	 93.3421	 90.16	  6.588	 69.86	 66.86	 57.76	 23.611	  2.852	 43.197	 22.73	 16.34	 18.036	 43.246	 92.918	 78.700	 46.36	 12.53
Control	 97.57	 81.174	 21.09	 92.5399	 97.51	  9.97255	 52.18	 19.947	 96.968	 26.41	 21.251	 15.467	 55.38	 23.76	 31.457	 17.2948	 37.344	  0.987	 86.58	 70.85	 67.610	 94.479	 44.711	 76.2259	 74.76	 87.9	 52.156	  8.09	 39.39	 92.15	 36.33	 33.91	 38.534	 51.94	 20.64	 68.06	 53.17	 46.77	  7.87	 82.547	 23.21	 51.56	 77.339	 26.63	 31.740	 99.28	 70.44	 68.44	 11.22	 25.24	 17.96	 57.44	 23.49	 14.18	 27.99	 24.26	 45.24	 69.87	 69.49	 99.88	 37.086	 33.92	 17.08	 27.037	 19.129	  6.5997	 68.80	 74.76	 17.57	 61.91	 88.208	 77.98	 31.45	 87.709	 86.220	  3.350	 74.55	 11.92	 84.775	 10.53	 86.45	 63.7701	 50.68	 48.3315	 85.36	 33.088	 56.86	 10.79	  8.29	 61.111	 44.250	 52.246	  3.23	 78.57	 51.539	 26.386	 82.932	 21.966	 31.95	 14.80
Case	 97.48	 14.156	 19.00	 15.2770	 48.21	 39.07904	 57.83	 61.167	 18.286	 30.57	 15.142	  4.162	 65.33	 91.88	  9.040	 40.6599	 66.095	 21.076	 85.30	 72.46	  6.848	 60.995	 57.822	 84.1318	 92.79	  6.8	 17.980	 27.54	 95.13	  2.43	 19.13	 33.66	 19.260	 72.95	 49.69	 94.39	 25.84	 45.90	 52.69	 19.814	 73.20	 47.80	 59.415	 29.49	 58.290	 15.58	  8.11	 75.38	 51.78	 11.37	 99.09	 69.98	 19.00	 22.25	 76.63	 83.34	 78.08	  1.01	 11.66	 14.72	 80.963	 59.50	 78.37	 29.412	 10.070	 36.3559	 48.78	 40.57	 95.91	 36.85	 19.616	 63.04	 70.39	 11.562	 98.598	 45.115	 19.71	 26.68	 26.963	 64.54	 21.08	 54.2421	 43.63	 59.0125	 36.47	 96.123	 16.23	 47.15	 94.08	 55.165	 50.357	 37.601	 87.71	 22.70	 26.682	  3.724	 27.107	 65.062	 46.88	 91.33
Case	 35.06	  2.969	 35.22	 69.3350	 55.52	 76.45180	 34.89	 42.848	 27.466	 78.59	 98.056	 41.618	 63.06	 50.82	 66.251	 32.1348	 97.555	 54.514	 90.29	 61.93	 40.091	 17.989	  5.395	 89.6490	 63.60	 53.5	 90.092	 29.51	 42.03	 48.75	 86.15	 65.27	  3.360	 61.71	  3.41	 15.31	 35.90	 24.33	 40.94	  6.565	 38.57	 76.89	 46.803	  7.75	 19.443	 34.59	 41.08	 43.49	 55.90	  1.99	 27.81	 32.31	 72.98	 17.57	 28.83	 37.84	 13.60	 79.06	 20.36	  0.98	 74.414	 11.84	 89.21	 77.751	 42.693	 27.0866	 24.26	 30.82	 34.73	 87.78	 98.255	 57.98	 22.78	 81.578	 83.293	 68.341	 85.27	 34.18	 53.706	 34.93	 45.42	 53.6560	 94.92	 22.0914	 42.24	 87.972	 42.43	 12.86	 38.39	 38.929	 61.275	 17.200	 82.24	 27.50	 90.657	 75.365	 13.794	 89.685	 33.05	 25.74
